order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total,created_at
1909,962,6,1,67.18,0.0,67.18,2026-09-24 01:17:15.490293
1912,964,123,1,153.15,32.38,120.77,2026-09-24 01:17:15.490293
1926,972,166,1,47.09,0.0,47.09,2026-09-24 01:17:15.490293
1927,972,68,3,23.34,0.0,70.02,2026-09-24 01:17:15.490293
1933,975,179,2,8.66,0.0,17.32,2026-09-24 01:17:15.490293
1934,975,54,1,10.01,0.0,10.01,2026-09-24 01:17:15.490293
1935,975,183,1,29.01,0.0,29.01,2026-09-24 01:17:15.490293
1937,977,64,2,2.63,0.0,5.26,2026-09-24 01:17:15.490293
1938,977,189,1,22.37,0.0,22.37,2026-09-24 01:17:15.490293
1953,984,54,1,28.64,0.0,28.64,2026-09-24 01:17:15.490293
1954,984,68,1,30.74,4.77,25.97,2026-09-24 01:17:15.490293
1962,990,17,1,38.5,0.0,38.5,2026-09-24 01:17:15.490293
1963,990,27,4,65.59,7.16,255.2,2026-09-24 01:17:15.490293
1966,992,27,2,11.27,0.0,22.54,2026-09-24 01:17:15.490293
1980,1000,182,1,53.59,11.57,42.02,2026-09-24 01:17:15.490293
1981,1000,165,1,90.78,0.0,90.78,2026-09-24 01:17:15.490293
1986,1003,137,3,9.67,0.0,29.01,2026-09-24 01:17:15.490293
1987,1003,101,2,45.91,0.0,91.82,2026-09-24 01:17:15.490293
1993,1007,35,1,8.73,0.0,8.73,2026-09-24 01:17:15.490293
1994,1007,58,2,69.94,29.45,110.43,2026-09-24 01:17:15.490293
2022,1017,114,1,128.53,0.0,128.53,2026-09-24 01:17:15.490293
2023,1018,31,2,44.31,0.0,88.62,2026-09-24 01:17:15.490293
2024,1018,6,4,76.37,0.0,305.48,2026-09-24 01:17:15.490293
2043,1028,102,1,11.01,0.0,11.01,2026-09-24 01:17:15.490293
2044,1028,72,1,44.22,0.0,44.22,2026-09-24 01:17:15.490293
2066,1038,82,1,74.92,0.0,74.92,2026-09-24 01:17:15.490293
2067,1038,29,2,39.15,0.0,78.3,2026-09-24 01:17:15.490293
2114,1062,196,1,12.1,0.0,12.1,2026-09-24 01:17:15.490293
2115,1062,116,1,26.06,0.0,26.06,2026-09-24 01:17:15.490293
2116,1062,137,2,4.54,0.0,9.08,2026-09-24 01:17:15.490293
2117,1062,166,2,19.56,3.39,35.73,2026-09-24 01:17:15.490293
2118,1062,171,1,45.07,0.0,45.07,2026-09-24 01:17:15.490293
2180,1091,56,1,122.58,0.0,122.58,2026-09-24 01:17:15.490293
2181,1092,50,2,18.05,0.0,36.1,2026-09-24 01:17:15.490293
2182,1092,132,2,21.07,0.0,42.14,2026-09-24 01:17:15.490293
2183,1092,129,1,43.41,0.0,43.41,2026-09-24 01:17:15.490293
2184,1093,77,5,6.32,0.0,31.6,2026-09-24 01:17:15.490293
2185,1093,149,1,18.43,0.0,18.43,2026-09-24 01:17:15.490293
2186,1093,50,2,110.48,0.0,220.96,2026-09-24 01:17:15.490293
2187,1094,195,1,22.07,5.61,16.46,2026-09-24 01:17:15.490293
2188,1094,6,1,159.14,0.0,159.14,2026-09-24 01:17:15.490293
2189,1094,38,2,103.11,0.0,206.22,2026-09-24 01:17:15.490293
2193,1096,16,1,26.49,0.0,26.49,2026-09-24 01:17:15.490293
2194,1096,35,3,2.7,0.0,8.1,2026-09-24 01:17:15.490293
2195,1096,56,1,67.79,0.0,67.79,2026-09-24 01:17:15.490293
2196,1097,50,1,37.93,0.0,37.93,2026-09-24 01:17:15.490293
2197,1097,11,1,52.32,0.0,52.32,2026-09-24 01:17:15.490293
2201,1099,9,4,25.33,22.38,78.94,2026-09-24 01:17:15.490293
2215,1105,20,1,65.71,0.0,65.71,2026-09-24 01:17:15.490293
2216,1106,22,1,73.01,0.0,73.01,2026-09-24 01:17:15.490293
2217,1107,190,1,35.59,0.0,35.59,2026-09-24 01:17:15.490293
2218,1107,156,1,72.44,0.0,72.44,2026-09-24 01:17:15.490293
2219,1108,168,1,7.34,0.0,7.34,2026-09-24 01:17:15.490293
2220,1108,16,1,7.46,1.14,6.32,2026-09-24 01:17:15.490293
2221,1108,51,1,9.17,0.0,9.17,2026-09-24 01:17:15.490293
2222,1108,8,1,6.02,0.0,6.02,2026-09-24 01:17:15.490293
2223,1108,111,2,7.69,0.0,15.38,2026-09-24 01:17:15.490293
2238,1116,67,1,129.54,38.73,90.81,2026-09-24 01:17:15.490293
2243,1119,193,1,8.01,0.0,8.01,2026-09-24 01:17:15.490293
2244,1119,143,1,118.33,0.0,118.33,2026-09-24 01:17:15.490293
2249,1123,182,2,59.05,0.0,118.1,2026-09-24 01:17:15.490293
2250,1124,9,1,58.53,0.0,58.53,2026-09-24 01:17:15.490293
2251,1124,92,1,62.03,0.0,62.03,2026-09-24 01:17:15.490293
2252,1125,198,4,2.78,1.59,9.53,2026-09-24 01:17:15.490293
2253,1125,27,1,90.87,0.0,90.87,2026-09-24 01:17:15.490293
2261,1130,132,4,1.96,0.0,7.84,2026-09-24 01:17:15.490293
2262,1130,10,1,24.23,0.0,24.23,2026-09-24 01:17:15.490293
2263,1130,35,3,12.36,0.0,37.08,2026-09-24 01:17:15.490293
2264,1131,32,1,98.05,0.0,98.05,2026-09-24 01:17:15.490293
2275,1137,200,2,11.36,0.0,22.72,2026-09-24 01:17:15.490293
2276,1137,2,2,45.36,0.0,90.72,2026-09-24 01:17:15.490293
2281,1140,96,1,33.82,0.0,33.82,2026-09-24 01:17:15.490293
2282,1140,190,1,33.1,0.0,33.1,2026-09-24 01:17:15.490293
2283,1140,192,3,5.95,0.0,17.85,2026-09-24 01:17:15.490293
2284,1140,142,1,61.02,0.0,61.02,2026-09-24 01:17:15.490293
2285,1141,95,1,4.95,0.0,4.95,2026-09-24 01:17:15.490293
2286,1141,82,1,4.99,1.27,3.72,2026-09-24 01:17:15.490293
2287,1141,37,1,5.14,0.0,5.14,2026-09-24 01:17:15.490293
2288,1141,172,1,5.17,0.0,5.17,2026-09-24 01:17:15.490293
2289,1141,6,3,1.83,0.0,5.49,2026-09-24 01:17:15.490293
2297,1147,79,1,18.34,0.0,18.34,2026-09-24 01:17:15.490293
2298,1147,123,1,86.24,0.0,86.24,2026-09-24 01:17:15.490293
2299,1148,96,1,138.37,0.0,138.37,2026-09-24 01:17:15.490293
2300,1149,35,3,18.49,0.0,55.47,2026-09-24 01:17:15.490293
2332,1165,131,2,42.73,8.56,76.9,2026-09-24 01:17:15.490293
2333,1166,156,2,23.29,0.0,46.58,2026-09-24 01:17:15.490293
2339,1170,180,1,40.7,0.0,40.7,2026-09-24 01:17:15.490293
2346,1176,114,2,15.73,0.0,31.46,2026-09-24 01:17:15.490293
2347,1176,96,1,42.1,0.0,42.1,2026-09-24 01:17:15.490293
2348,1177,19,1,6.0,0.0,6.0,2026-09-24 01:17:15.490293
2349,1177,27,1,7.03,0.0,7.03,2026-09-24 01:17:15.490293
2350,1177,45,1,7.76,0.0,7.76,2026-09-24 01:17:15.490293
2351,1177,92,1,19.63,0.0,19.63,2026-09-24 01:17:15.490293
2352,1177,94,1,32.73,0.0,32.73,2026-09-24 01:17:15.490293
2353,1178,42,1,24.38,0.0,24.38,2026-09-24 01:17:15.490293
2354,1178,74,2,6.83,0.0,13.66,2026-09-24 01:17:15.490293
2355,1178,167,1,34.4,0.0,34.4,2026-09-24 01:17:15.490293
2356,1178,192,1,40.04,0.0,40.04,2026-09-24 01:17:15.490293
2357,1179,191,1,201.19,11.97,189.22,2026-09-24 01:17:15.490293
2359,1181,11,1,28.24,1.46,26.78,2026-09-24 01:17:15.490293
2360,1181,176,1,106.82,0.0,106.82,2026-09-24 01:17:15.490293
2369,1187,68,1,54.39,1.51,52.88,2026-09-24 01:17:15.490293
2370,1187,174,1,66.22,0.0,66.22,2026-09-24 01:17:15.490293
2372,1189,106,1,10.73,1.8,8.93,2026-09-24 01:17:15.490293
2373,1189,179,4,2.04,1.54,6.62,2026-09-24 01:17:15.490293
2374,1189,152,2,6.66,0.0,13.32,2026-09-24 01:17:15.490293
2375,1189,87,1,15.38,0.0,15.38,2026-09-24 01:17:15.490293
2377,1191,46,1,33.65,0.0,33.65,2026-09-24 01:17:15.490293
2378,1191,56,1,30.78,0.0,30.78,2026-09-24 01:17:15.490293
2379,1191,118,1,54.52,8.17,46.35,2026-09-24 01:17:15.490293
2393,1198,162,1,62.54,0.0,62.54,2026-09-24 01:17:15.490293
2409,1209,47,1,372.49,0.0,372.49,2026-09-24 01:17:15.490293
2410,1210,46,2,13.14,0.0,26.28,2026-09-24 01:17:15.490293
2411,1210,75,3,18.96,0.0,56.88,2026-09-24 01:17:15.490293
2413,1212,19,1,33.21,0.0,33.21,2026-09-24 01:17:15.490293
2414,1212,100,1,147.57,0.0,147.57,2026-09-24 01:17:15.490293
2420,1216,56,1,47.39,0.0,47.39,2026-09-24 01:17:15.490293
2421,1216,163,1,96.01,0.0,96.01,2026-09-24 01:17:15.490293
2435,1222,37,2,3.49,0.0,6.98,2026-09-24 01:17:15.490293
2436,1222,132,1,135.88,0.0,135.88,2026-09-24 01:17:15.490293
2440,1224,68,1,15.34,0.0,15.34,2026-09-24 01:17:15.490293
2441,1224,46,1,94.11,0.0,94.11,2026-09-24 01:17:15.490293
2442,1225,85,2,3.3,0.0,6.6,2026-09-24 01:17:15.490293
2443,1225,67,1,10.94,0.0,10.94,2026-09-24 01:17:15.490293
2444,1225,177,2,11.69,0.0,23.38,2026-09-24 01:17:15.490293
2445,1226,38,1,84.0,0.0,84.0,2026-09-24 01:17:15.490293
2447,1228,149,1,173.23,0.0,173.23,2026-09-24 01:17:15.490293
2455,1233,123,1,15.38,0.0,15.38,2026-09-24 01:17:15.490293
2456,1233,55,3,8.38,1.02,24.12,2026-09-24 01:17:15.490293
2469,1242,156,1,154.44,0.0,154.44,2026-09-24 01:17:15.490293
2472,1244,34,4,2.25,0.0,9.0,2026-09-24 01:17:15.490293
2473,1244,152,2,37.72,12.1,63.34,2026-09-24 01:17:15.490293
2478,1248,44,1,104.81,10.56,94.25,2026-09-24 01:17:15.490293
2483,1252,98,1,103.75,0.0,103.75,2026-09-24 01:17:15.490293
2484,1252,67,1,16.43,0.0,16.43,2026-09-24 01:17:15.490293
2485,1252,67,3,87.4,0.0,262.2,2026-09-24 01:17:15.490293
2490,1254,186,1,20.96,0.0,20.96,2026-09-24 01:17:15.490293
2491,1254,45,3,10.12,0.0,30.36,2026-09-24 01:17:15.490293
2492,1255,31,2,54.73,0.0,109.46,2026-09-24 01:17:15.490293
2515,1266,188,3,119.85,0.0,359.55,2026-09-24 01:17:15.490293
2518,1269,149,1,36.88,0.0,36.88,2026-09-24 01:17:15.490293
2519,1269,169,2,110.11,0.0,220.22,2026-09-24 01:17:15.490293
2520,1270,105,2,21.29,7.0,35.58,2026-09-24 01:17:15.490293
2523,1272,56,3,12.82,0.0,38.46,2026-09-24 01:17:15.490293
2524,1272,92,1,49.4,0.0,49.4,2026-09-24 01:17:15.490293
2555,1284,82,1,96.42,0.0,96.42,2026-09-24 01:17:15.490293
2558,1286,115,1,55.6,0.0,55.6,2026-09-24 01:17:15.490293
2559,1286,95,1,131.28,0.0,131.28,2026-09-24 01:17:15.490293
2560,1287,178,2,17.41,0.0,34.82,2026-09-24 01:17:15.490293
2561,1287,127,1,211.4,0.0,211.4,2026-09-24 01:17:15.490293
2568,1291,54,1,195.9,0.0,195.9,2026-09-24 01:17:15.490293
2583,1298,148,2,7.46,0.0,14.92,2026-09-24 01:17:15.490293
2584,1298,36,2,6.32,0.0,12.64,2026-09-24 01:17:15.490293
2585,1298,156,3,6.72,0.0,20.16,2026-09-24 01:17:15.490293
2587,1300,49,1,32.73,0.0,32.73,2026-09-24 01:17:15.490293
2588,1300,48,1,38.23,0.0,38.23,2026-09-24 01:17:15.490293
2589,1301,180,1,11.29,1.37,9.92,2026-09-24 01:17:15.490293
2590,1301,129,2,14.33,2.71,25.95,2026-09-24 01:17:15.490293
2591,1301,122,2,10.48,0.0,20.96,2026-09-24 01:17:15.490293
2592,1301,3,2,11.65,2.15,21.15,2026-09-24 01:17:15.490293
2593,1301,173,1,49.73,0.0,49.73,2026-09-24 01:17:15.490293
2608,1308,174,1,7.41,0.0,7.41,2026-09-24 01:17:15.490293
2609,1308,117,1,22.57,5.49,17.08,2026-09-24 01:17:15.490293
2610,1308,192,3,8.48,0.0,25.44,2026-09-24 01:17:15.490293
2611,1308,62,1,6.07,0.0,6.07,2026-09-24 01:17:15.490293
2612,1308,46,1,86.18,0.0,86.18,2026-09-24 01:17:15.490293
2623,1314,164,2,10.59,0.0,21.18,2026-09-24 01:17:15.490293
2624,1314,90,1,76.83,22.04,54.79,2026-09-24 01:17:15.490293
2633,1319,83,1,24.88,0.0,24.88,2026-09-24 01:17:15.490293
2634,1319,14,1,82.86,0.0,82.86,2026-09-24 01:17:15.490293
2644,1324,162,2,38.11,14.44,61.78,2026-09-24 01:17:15.490293
2645,1325,45,1,171.23,0.0,171.23,2026-09-24 01:17:15.490293
2655,1331,156,2,51.54,0.0,103.08,2026-09-24 01:17:15.490293
2662,1335,74,3,42.84,0.0,128.52,2026-09-24 01:17:15.490293
2672,1342,83,1,5.31,0.0,5.31,2026-09-24 01:17:15.490293
2673,1342,114,1,8.79,0.0,8.79,2026-09-24 01:17:15.490293
2674,1342,80,1,20.27,1.24,19.03,2026-09-24 01:17:15.490293
2675,1342,53,1,21.74,0.0,21.74,2026-09-24 01:17:15.490293
2688,1350,20,2,42.18,16.17,68.19,2026-09-24 01:17:15.490293
2694,1353,178,1,101.43,0.0,101.43,2026-09-24 01:17:15.490293
2713,1363,181,1,75.7,0.0,75.7,2026-09-24 01:17:15.490293
2714,1363,58,3,36.96,0.0,110.88,2026-09-24 01:17:15.490293
2724,1370,34,1,83.6,0.0,83.6,2026-09-24 01:17:15.490293
2728,1372,86,1,38.54,3.86,34.68,2026-09-24 01:17:15.490293
2729,1372,156,1,45.52,0.0,45.52,2026-09-24 01:17:15.490293
2730,1372,149,1,52.65,0.0,52.65,2026-09-24 01:17:15.490293
2734,1374,91,1,34.69,0.0,34.69,2026-09-24 01:17:15.490293
2735,1374,196,1,45.78,0.0,45.78,2026-09-24 01:17:15.490293
2739,1376,78,1,57.7,0.0,57.7,2026-09-24 01:17:15.490293
2740,1376,125,1,16.02,0.0,16.02,2026-09-24 01:17:15.490293
2741,1376,82,1,317.16,84.55,232.61,2026-09-24 01:17:15.490293
2746,1379,112,2,140.4,0.0,280.8,2026-09-24 01:17:15.490293
2751,1382,1,2,10.23,0.0,20.46,2026-09-24 01:17:15.490293
2752,1382,71,2,4.25,0.0,8.5,2026-09-24 01:17:15.490293
2753,1382,47,1,25.71,0.0,25.71,2026-09-24 01:17:15.490293
2754,1382,38,1,12.6,2.34,10.26,2026-09-24 01:17:15.490293
2755,1382,56,2,25.42,10.62,40.22,2026-09-24 01:17:15.490293
2759,1384,1,1,187.49,0.0,187.49,2026-09-24 01:17:15.490293
2781,1395,159,2,65.06,0.0,130.12,2026-09-24 01:17:15.490293
2782,1396,154,5,1.38,0.0,6.9,2026-09-24 01:17:15.490293
2783,1396,29,1,80.17,0.0,80.17,2026-09-24 01:17:15.490293
2784,1397,46,1,13.51,0.0,13.51,2026-09-24 01:17:15.490293
2785,1397,167,2,9.04,2.7,15.38,2026-09-24 01:17:15.490293
2786,1397,150,2,71.48,7.0,135.96,2026-09-24 01:17:15.490293
2794,1402,106,2,34.54,0.0,69.08,2026-09-24 01:17:15.490293
2795,1403,62,1,126.49,0.0,126.49,2026-09-24 01:17:15.490293
2796,1403,165,1,41.45,0.0,41.45,2026-09-24 01:17:15.490293
2797,1403,164,2,119.21,49.89,188.53,2026-09-24 01:17:15.490293
2798,1404,94,1,290.72,0.0,290.72,2026-09-24 01:17:15.490293
2813,1410,116,3,6.08,2.83,15.41,2026-09-24 01:17:15.490293
2814,1410,179,1,30.08,3.44,26.64,2026-09-24 01:17:15.490293
2824,1415,48,3,3.6,0.0,10.8,2026-09-24 01:17:15.490293
2825,1415,188,3,40.04,0.0,120.12,2026-09-24 01:17:15.490293
2826,1416,66,1,30.7,0.0,30.7,2026-09-24 01:17:15.490293
2827,1416,67,1,67.75,0.0,67.75,2026-09-24 01:17:15.490293
2828,1416,16,2,69.27,0.0,138.54,2026-09-24 01:17:15.490293
2835,1420,197,2,50.2,0.0,100.4,2026-09-24 01:17:15.490293
2851,1427,20,1,30.69,0.0,30.69,2026-09-24 01:17:15.490293
2857,1430,135,3,10.21,1.75,28.88,2026-09-24 01:17:15.490293
2858,1430,20,2,61.12,0.0,122.24,2026-09-24 01:17:15.490293
2859,1430,181,1,152.81,0.0,152.81,2026-09-24 01:17:15.490293
2860,1431,68,1,299.72,0.0,299.72,2026-09-24 01:17:15.490293
2874,1439,20,2,24.54,0.0,49.08,2026-09-24 01:17:15.490293
2891,1447,65,2,70.26,9.86,130.66,2026-09-24 01:17:15.490293
2918,1460,40,2,34.74,0.0,69.48,2026-09-24 01:17:15.490293
2919,1460,107,1,92.29,0.0,92.29,2026-09-24 01:17:15.490293
2933,1466,185,3,4.48,0.0,13.44,2026-09-24 01:17:15.490293
2934,1466,17,1,46.5,0.0,46.5,2026-09-24 01:17:15.490293
2940,1470,193,1,103.4,0.0,103.4,2026-09-24 01:17:15.490293
2959,1480,74,1,68.91,0.0,68.91,2026-09-24 01:17:15.490293
2961,1482,163,1,101.32,0.0,101.32,2026-09-24 01:17:15.490293
2963,1484,54,1,74.3,0.0,74.3,2026-09-24 01:17:15.490293
2967,1488,188,2,34.16,14.09,54.23,2026-09-24 01:17:15.490293
2971,1490,56,1,40.9,5.08,35.82,2026-09-24 01:17:15.490293
2972,1490,185,2,31.02,0.0,62.04,2026-09-24 01:17:15.490293
2993,1503,133,1,39.73,0.0,39.73,2026-09-24 01:17:15.490293
2994,1503,108,1,50.92,0.0,50.92,2026-09-24 01:17:15.490293
2995,1504,197,3,17.1,6.49,44.81,2026-09-24 01:17:15.490293
2998,1506,3,2,23.25,0.0,46.5,2026-09-24 01:17:15.490293
2999,1506,44,1,74.15,0.0,74.15,2026-09-24 01:17:15.490293
3000,1507,84,3,40.6,24.43,97.37,2026-09-24 01:17:15.490293
3021,1517,70,1,109.18,0.0,109.18,2026-09-24 01:17:15.490293
3023,1519,82,1,21.9,1.03,20.87,2026-09-24 01:17:15.490293
3024,1519,18,1,22.1,3.89,18.21,2026-09-24 01:17:15.490293
3025,1519,28,1,41.61,0.0,41.61,2026-09-24 01:17:15.490293
3049,1528,80,5,1.48,0.0,7.4,2026-09-24 01:17:15.490293
3050,1528,130,1,14.04,0.0,14.04,2026-09-24 01:17:15.490293
3064,1534,64,1,42.16,5.29,36.87,2026-09-24 01:17:15.490293
3065,1534,118,2,5.96,0.0,11.92,2026-09-24 01:17:15.490293
3066,1534,159,3,33.45,0.0,100.35,2026-09-24 01:17:15.490293
3084,1543,92,1,30.86,3.41,27.45,2026-09-24 01:17:15.490293
3085,1543,154,1,71.58,0.0,71.58,2026-09-24 01:17:15.490293
3089,1546,6,1,52.58,0.0,52.58,2026-09-24 01:17:15.490293
3090,1547,200,2,8.13,2.91,13.35,2026-09-24 01:17:15.490293
3091,1547,133,4,8.96,0.0,35.84,2026-09-24 01:17:15.490293
3092,1547,139,4,32.81,0.0,131.24,2026-09-24 01:17:15.490293
3093,1548,78,1,6.1,1.32,4.78,2026-09-24 01:17:15.490293
3094,1548,85,1,110.48,0.0,110.48,2026-09-24 01:17:15.490293
3096,1550,194,1,90.53,0.0,90.53,2026-09-24 01:17:15.490293
3119,1559,121,2,21.17,0.0,42.34,2026-09-24 01:17:15.490293
3120,1559,187,3,11.79,0.0,35.37,2026-09-24 01:17:15.490293
3121,1559,165,2,29.08,14.42,43.74,2026-09-24 01:17:15.490293
3122,1560,127,3,11.52,7.64,26.92,2026-09-24 01:17:15.490293
3123,1560,23,3,30.73,0.0,92.19,2026-09-24 01:17:15.490293
3124,1561,188,3,10.16,0.0,30.48,2026-09-24 01:17:15.490293
3125,1561,21,1,16.0,4.29,11.71,2026-09-24 01:17:15.490293
3126,1561,71,1,46.91,0.0,46.91,2026-09-24 01:17:15.490293
3127,1561,108,2,29.79,0.0,59.58,2026-09-24 01:17:15.490293
3128,1561,157,1,62.52,2.63,59.89,2026-09-24 01:17:15.490293
3151,1572,2,1,99.12,0.0,99.12,2026-09-24 01:17:15.490293
3168,1579,103,1,87.74,13.98,73.76,2026-09-24 01:17:15.490293
3169,1579,115,1,145.46,0.0,145.46,2026-09-24 01:17:15.490293
3194,1590,68,1,55.1,0.0,55.1,2026-09-24 01:17:15.490293
3195,1590,90,1,72.99,9.29,63.7,2026-09-24 01:17:15.490293
3198,1592,183,2,8.29,0.0,16.58,2026-09-24 01:17:15.490293
3199,1592,3,1,37.57,0.0,37.57,2026-09-24 01:17:15.490293
3209,1598,42,1,37.33,0.0,37.33,2026-09-24 01:17:15.490293
3216,1601,82,1,96.41,0.0,96.41,2026-09-24 01:17:15.490293
3246,1616,110,1,17.34,4.24,13.1,2026-09-24 01:17:15.490293
3247,1616,128,2,26.41,0.0,52.82,2026-09-24 01:17:15.490293
3248,1616,96,1,28.89,0.0,28.89,2026-09-24 01:17:15.490293
3249,1616,10,1,85.59,0.0,85.59,2026-09-24 01:17:15.490293
3250,1617,187,1,164.92,0.0,164.92,2026-09-24 01:17:15.490293
3251,1618,150,2,13.83,0.0,27.66,2026-09-24 01:17:15.490293
3252,1618,28,1,78.97,21.19,57.78,2026-09-24 01:17:15.490293
3253,1618,200,2,37.78,0.0,75.56,2026-09-24 01:17:15.490293
3254,1618,14,1,74.46,0.0,74.46,2026-09-24 01:17:15.490293
3255,1618,111,2,78.31,0.0,156.62,2026-09-24 01:17:15.490293
3269,1625,142,1,10.92,0.0,10.92,2026-09-24 01:17:15.490293
3270,1625,64,1,34.24,0.0,34.24,2026-09-24 01:17:15.490293
3271,1625,26,5,3.46,3.06,14.24,2026-09-24 01:17:15.490293
3272,1625,197,2,7.19,0.0,14.38,2026-09-24 01:17:15.490293
3273,1625,51,2,43.1,12.01,74.19,2026-09-24 01:17:15.490293
3278,1629,90,3,12.79,0.0,38.37,2026-09-24 01:17:15.490293
3279,1629,30,1,67.02,0.0,67.02,2026-09-24 01:17:15.490293
3280,1630,14,3,15.16,0.0,45.48,2026-09-24 01:17:15.490293
3281,1630,176,1,40.05,0.0,40.05,2026-09-24 01:17:15.490293
3282,1630,86,1,71.81,14.06,57.75,2026-09-24 01:17:15.490293
3283,1631,117,2,21.8,0.0,43.6,2026-09-24 01:17:15.490293
3284,1631,159,3,15.04,0.0,45.12,2026-09-24 01:17:15.490293
3285,1631,136,4,11.14,9.28,35.28,2026-09-24 01:17:15.490293
3286,1631,163,5,13.1,0.0,65.5,2026-09-24 01:17:15.490293
3300,1638,56,2,16.52,0.0,33.04,2026-09-24 01:17:15.490293
3336,1655,133,3,2.16,0.0,6.48,2026-09-24 01:17:15.490293
3337,1655,136,1,7.37,1.24,6.13,2026-09-24 01:17:15.490293
3338,1655,6,2,7.0,0.0,14.0,2026-09-24 01:17:15.490293
3345,1659,117,1,17.6,0.0,17.6,2026-09-24 01:17:15.490293
3346,1659,110,2,16.29,0.0,32.58,2026-09-24 01:17:15.490293
3347,1659,54,1,147.66,0.0,147.66,2026-09-24 01:17:15.490293
3386,1679,183,2,7.93,0.0,15.86,2026-09-24 01:17:15.490293
3387,1679,121,1,137.46,0.0,137.46,2026-09-24 01:17:15.490293
3391,1681,28,1,47.47,0.0,47.47,2026-09-24 01:17:15.490293
3392,1681,132,1,14.87,0.0,14.87,2026-09-24 01:17:15.490293
3393,1681,67,1,75.85,0.0,75.85,2026-09-24 01:17:15.490293
3394,1681,105,2,39.65,0.0,79.3,2026-09-24 01:17:15.490293
3398,1684,113,1,24.9,6.37,18.53,2026-09-24 01:17:15.490293
3399,1684,21,2,35.52,0.0,71.04,2026-09-24 01:17:15.490293
3400,1685,26,1,17.5,0.0,17.5,2026-09-24 01:17:15.490293
3401,1685,51,3,10.63,0.0,31.89,2026-09-24 01:17:15.490293
3402,1685,87,1,54.29,0.0,54.29,2026-09-24 01:17:15.490293
3403,1686,11,1,68.93,0.0,68.93,2026-09-24 01:17:15.490293
3404,1686,145,2,59.66,31.49,87.83,2026-09-24 01:17:15.490293
3420,1692,195,1,389.36,0.0,389.36,2026-09-24 01:17:15.490293
3425,1694,55,1,40.39,0.0,40.39,2026-09-24 01:17:15.490293
3426,1694,16,2,76.66,0.0,153.32,2026-09-24 01:17:15.490293
3431,1698,12,3,37.15,0.0,111.45,2026-09-24 01:17:15.490293
3437,1700,86,1,139.34,15.1,124.24,2026-09-24 01:17:15.490293
3458,1711,32,3,45.78,0.0,137.34,2026-09-24 01:17:15.490293
3465,1714,1,1,6.66,0.0,6.66,2026-09-24 01:17:15.490293
3466,1714,61,1,67.94,0.0,67.94,2026-09-24 01:17:15.490293
3470,1717,98,1,100.56,0.0,100.56,2026-09-24 01:17:15.490293
3507,1740,79,2,60.41,0.0,120.82,2026-09-24 01:17:15.490293
3508,1741,107,2,15.23,0.0,30.46,2026-09-24 01:17:15.490293
3509,1741,150,3,12.76,1.31,36.97,2026-09-24 01:17:15.490293
3510,1741,108,1,11.48,2.23,9.25,2026-09-24 01:17:15.490293
3511,1741,145,1,71.2,0.0,71.2,2026-09-24 01:17:15.490293
3528,1750,196,2,11.28,0.0,22.56,2026-09-24 01:17:15.490293
3529,1750,170,1,25.62,4.69,20.93,2026-09-24 01:17:15.490293
3549,1760,29,2,6.59,0.0,13.18,2026-09-24 01:17:15.490293
3550,1760,152,1,22.69,0.0,22.69,2026-09-24 01:17:15.490293
3551,1760,46,1,39.04,8.94,30.1,2026-09-24 01:17:15.490293
3582,1777,131,1,127.67,0.0,127.67,2026-09-24 01:17:15.490293
3583,1777,190,1,642.38,0.0,642.38,2026-09-24 01:17:15.490293
3592,1782,100,2,5.22,0.0,10.44,2026-09-24 01:17:15.490293
3593,1782,103,1,102.06,0.0,102.06,2026-09-24 01:17:15.490293
3600,1786,80,1,25.96,2.51,23.45,2026-09-24 01:17:15.490293
3601,1786,147,1,16.55,0.0,16.55,2026-09-24 01:17:15.490293
3602,1786,40,1,111.32,0.0,111.32,2026-09-24 01:17:15.490293
3613,1792,107,1,92.83,0.0,92.83,2026-09-24 01:17:15.490293
3622,1798,61,1,24.4,0.0,24.4,2026-09-24 01:17:15.490293
3623,1798,161,1,30.1,0.0,30.1,2026-09-24 01:17:15.490293
3648,1812,139,1,7.75,0.0,7.75,2026-09-24 01:17:15.490293
3649,1812,25,2,32.41,0.0,64.82,2026-09-24 01:17:15.490293
3650,1813,114,2,7.29,0.0,14.58,2026-09-24 01:17:15.490293
3651,1813,137,2,8.55,0.0,17.1,2026-09-24 01:17:15.490293
3652,1813,11,1,44.14,4.61,39.53,2026-09-24 01:17:15.490293
3656,1815,7,1,18.01,3.54,14.47,2026-09-24 01:17:15.490293
3657,1815,135,1,24.86,0.0,24.86,2026-09-24 01:17:15.490293
3669,1823,11,3,6.86,0.0,20.58,2026-09-24 01:17:15.490293
3670,1823,154,1,41.86,0.0,41.86,2026-09-24 01:17:15.490293
3691,1835,188,1,65.55,0.0,65.55,2026-09-24 01:17:15.490293
3704,1841,103,1,87.99,14.24,73.75,2026-09-24 01:17:15.490293
3716,1845,171,2,12.26,0.0,24.52,2026-09-24 01:17:15.490293
3717,1845,76,1,105.79,3.14,102.65,2026-09-24 01:17:15.490293
3729,1851,99,4,17.1,0.0,68.4,2026-09-24 01:17:15.490293
3730,1852,169,3,32.72,0.0,98.16,2026-09-24 01:17:15.490293
3734,1855,22,1,12.23,1.38,10.85,2026-09-24 01:17:15.490293
